entry_number,gulper_id,task,subtask,entry_start_time,entry_end_time,duration_seconds,job_id
334,13,Rest,,12:06:23,12:08:18,114.8,2026-08-11_03
335,14,Extraction,Removing sludge,12:06:35,12:07:36,61.1,2026-08-11_03
336,2,Rest,,12:06:40,12:08:30,110.1,2026-08-11_03
337,14,Equipment,Maneuvering,12:07:36,12:12:10,274.3,2026-08-11_03
338,13,Equipment,Maneuvering,12:08:18,12:15:45,447.3,2026-08-11_03
339,2,Sludge handling,Container transport,12:08:30,12:10:38,127.5,2026-08-11_03
340,1,Fluidizing,Fetching water,12:08:41,12:10:28,106.9,2026-08-11_03
341,1,Superstructure,Modification,12:10:28,12:13:09,160.9,2026-08-11_03
342,2,Travel,On errand,12:10:38,12:11:45,67.6,2026-08-11_03
343,2,Equipment,Maneuvering,12:11:45,12:13:00,74.5,2026-08-11_03
344,14,Rest,,12:12:10,12:12:20,9.2,2026-08-11_03
345,14,Sludge handling,Container transport,12:12:20,12:14:40,140.1,2026-08-11_03
346,2,Sludge handling,Container transport,12:13:00,12:14:46,106.4,2026-08-11_03
347,1,Superstructure,Cleaning,12:13:09,12:22:58,589.9,2026-08-11_03
348,14,Rest,,12:14:40,12:15:34,53.8,2026-08-11_03
349,2,Rest,,12:14:46,12:15:58,71.3,2026-08-11_03
350,14,Superstructure,Modification,12:15:34,12:25:28,594.9,2026-08-11_03
351,13,Rest,,12:15:45,12:17:54,129.2,2026-08-11_03
352,2,Fluidizing,Fetching water,12:15:58,12:19:39,221.5,2026-08-11_03
353,13,Equipment,Maneuvering,12:17:54,12:20:31,156.5,2026-08-11_03
354,2,Equipment,Cleaning,12:19:39,12:24:18,279.3,2026-08-11_03
355,13,Equipment,Cleaning,12:20:31,12:26:45,374.5,2026-08-11_03
356,1,Rest,,12:22:58,12:34:05,666.9,2026-08-11_03
357,2,Equipment,Maneuvering,12:24:18,12:27:05,166.3,2026-08-11_03
358,14,Equipment,Cleaning,12:25:28,12:28:27,178.5,2026-08-11_03
359,13,Equipment,Maneuvering,12:26:45,12:28:32,107.1,2026-08-11_03
360,2,Equipment,Cleaning,12:27:05,12:28:21,76.1,2026-08-11_03
361,2,Rest,,12:28:21,12:34:23,362.1,2026-08-11_03
362,14,Equipment,Maneuvering,12:28:27,12:29:29,61.9,2026-08-11_03
363,13,Rest,,12:28:32,12:34:19,346.1,2026-08-11_03
364,14,Rest,,12:29:29,12:34:02,272.7,2026-08-11_03
365,14,Sludge handling,Container transport,12:34:02,12:37:46,224.2,2026-08-11_03
366,1,Sludge handling,Container transport,12:34:05,12:38:12,246.7,2026-08-11_03
367,13,Rest,,12:34:19,12:35:30,71.4,2026-08-11_03
368,2,Sludge handling,Container transport,12:34:23,12:38:04,221.4,2026-08-11_03
369,13,Sludge handling,Container transport,12:35:30,12:38:28,177.8,2026-08-11_03
370,14,Rest,,12:37:46,12:38:35,49.3,2026-08-11_03
371,2,Equipment,Maneuvering,12:38:04,12:39:45,100.8,2026-08-11_03
372,1,Equipment,Maneuvering,12:38:12,12:38:39,27.2,2026-08-11_03
373,13,Equipment,Maneuvering,12:38:28,12:39:51,83.2,2026-08-11_03
374,14,Equipment,Maneuvering,12:38:35,12:39:40,65.2,2026-08-11_03
375,1,Rest,,12:38:39,12:39:34,55,2026-08-11_03
376,1,Travel,Travel to disposal site,12:39:34,13:12:59,2004.7,2026-08-11_03
377,14,Travel,Travel to disposal site,12:39:40,13:12:56,1995.9,2026-08-11_03
378,2,Travel,Travel to disposal site,12:39:45,13:12:53,1987.9,2026-08-11_03
379,13,Travel,Travel to disposal site,12:39:51,13:12:50,1978.8,2026-08-11_03
380,13,Rest,,13:12:50,13:16:05,195.2,2026-08-11_03
381,2,Rest,,13:12:53,13:14:54,121,2026-08-11_03
382,14,Rest,,13:12:56,13:14:18,82.1,2026-08-11_03
383,1,Rest,,13:12:59,13:14:48,109.4,2026-08-11_03
384,14,Equipment,Maneuvering,13:14:18,13:17:12,173.2,2026-08-11_03
385,1,Disposal,,13:14:48,13:19:18,269.3,2026-08-11_03
386,2,Disposal,,13:14:54,13:19:12,257.5,2026-08-11_03
387,13,Equipment,Maneuvering,13:16:05,13:17:16,70.8,2026-08-11_03
388,14,Disposal,,13:17:12,13:23:41,389.5,2026-08-11_03
389,13,Rest,,13:17:16,13:24:42,446.5,2026-08-11_03
390,2,Rest,,13:19:12,13:24:24,312.3,2026-08-11_03
391,1,Communication,With other gulper(s),13:19:18,13:21:19,120.9,2026-08-11_03
392,1,Disposal,,13:21:19,13:24:18,179.8,2026-08-11_03
393,14,Rest,,13:23:41,13:29:49,368.3,2026-08-11_03
394,1,Equipment,Cleaning,13:24:18,13:32:35,496.3,2026-08-11_03
395,13,Equipment,Cleaning,13:24:42,13:25:35,52.9,2026-08-11_03
396,13,Disposal,,13:25:35,13:27:55,140.1,2026-08-11_03
397,13,Equipment,Cleaning,13:27:55,13:31:21,206.1,2026-08-11_03
398,2,Equipment,Cleaning,13:28:42,13:44:20,937.4,2026-08-11_03
399,13,Rest,,13:31:21,13:36:05,283.4,2026-08-11_03
400,1,Rest,,13:32:35,13:35:55,200,2026-08-11_03
401,14,Equipment,Cleaning,13:33:32,13:44:20,647.9,2026-08-11_03
402,1,Communication,With other gulper(s),13:35:55,13:39:04,189.1,2026-08-11_03
403,13,Equipment,Cleaning,13:40:29,13:44:20,230.7,2026-08-11_03
404,1,Rest,,13:43:36,13:44:20,43.7,2026-08-11_03
1,8,Communication,With other gulper(s),09:23:08,09:24:18,70.8,2026-08-20_02
2,17,Communication,With other gulper(s),09:23:16,09:24:26,70.8,2026-08-20_02
3,7,Superstructure,Inspection,09:23:33,09:24:23,50.2,2026-08-20_02
4,6,Equipment,Maneuvering,09:23:38,09:25:42,123.6,2026-08-20_02
5,8,Equipment,Maneuvering,09:24:18,09:24:44,25.4,2026-08-20_02
6,7,Rest,,09:24:23,09:32:12,468.1,2026-08-20_02
7,17,Rest,,09:24:26,09:25:58,91.4,2026-08-20_02
8,8,Fluidizing,Mixing,09:24:44,09:25:51,67.6,2026-08-20_02
9,6,Superstructure,Modification,09:25:42,09:27:42,120.9,2026-08-20_02
10,8,Rest,,09:25:51,09:27:29,98,2026-08-20_02
11,17,Communication,With other gulper(s),09:25:58,09:27:34,95.9,2026-08-20_02
12,8,Equipment,Maneuvering,09:27:29,09:28:18,48.2,2026-08-20_02
13,17,Rest,,09:27:34,09:30:42,188.2,2026-08-20_02
14,6,Equipment,Maneuvering,09:27:42,09:28:15,32,2026-08-20_02
15,6,Fluidizing,Mixing,09:28:15,09:30:55,160.5,2026-08-20_02
16,8,Rest,,09:28:18,09:28:55,37.8,2026-08-20_02
17,8,Superstructure,Modification,09:28:55,09:33:33,277.1,2026-08-20_02
18,17,Rest,,09:30:42,09:30:48,6.1,2026-08-20_02
19,17,Travel,On errand,09:30:48,09:32:15,87.1,2026-08-20_02
20,6,Rest,,09:30:55,09:32:56,121.3,2026-08-20_02
21,7,Equipment,Maneuvering,09:32:12,09:33:49,96.9,2026-08-20_02
22,17,Equipment,Maneuvering,09:32:15,09:33:44,88.9,2026-08-20_02
23,6,Equipment,Maneuvering,09:32:56,09:34:58,121.3,2026-08-20_02
24,8,Communication,With other gulper(s),09:33:33,09:34:49,76.2,2026-08-20_02
25,17,Fluidizing,Fetching water,09:33:44,09:43:44,599.6,2026-08-20_02
26,7,Fluidizing,Fetching water,09:33:49,09:43:46,597.2,2026-08-20_02
27,8,Superstructure,Inspection,09:34:49,09:37:49,180.3,2026-08-20_02
28,6,Superstructure,Inspection,09:34:58,09:35:18,20.5,2026-08-20_02
29,6,Superstructure,Modification,09:35:18,09:38:45,206.9,2026-08-20_02
30,8,Superstructure,Modification,09:37:49,09:43:51,361.8,2026-08-20_02
31,6,Rest,,09:38:45,09:39:34,48.9,2026-08-20_02
32,6,Superstructure,Modification,09:39:34,09:42:37,182.6,2026-08-20_02
33,6,Rest,,09:42:37,09:43:56,79,2026-08-20_02
34,17,Rest,,09:43:44,10:07:36,1432.4,2026-08-20_02
35,7,Rest,,09:43:46,09:51:28,462.4,2026-08-20_02
36,8,Rest,,09:43:51,10:04:02,1211,2026-08-20_02
37,6,Superstructure,Modification,09:43:56,09:47:28,212.5,2026-08-20_02
38,6,Fluidizing,Mixing,09:47:28,09:51:34,246.2,2026-08-20_02
39,7,Extraction,Pulling out trash,09:51:28,09:53:51,142.8,2026-08-20_02
40,6,Extraction,Pulling out trash,09:51:34,09:53:53,139.3,2026-08-20_02
41,7,Rest,,09:53:51,09:55:04,72.8,2026-08-20_02
42,6,Fluidizing,Mixing,09:53:53,09:55:08,74.9,2026-08-20_02
43,7,Extraction,Pulling out trash,09:55:04,09:55:51,47.3,2026-08-20_02
44,6,Extraction,Pulling out trash,09:55:08,09:55:54,45.2,2026-08-20_02
45,7,Rest,,09:55:51,10:07:41,710.2,2026-08-20_02
46,6,Fluidizing,Mixing,09:55:54,09:57:32,98.4,2026-08-20_02
47,6,Extraction,Pulling out trash,09:57:32,10:05:32,479.6,2026-08-20_02
48,8,Equipment,Maneuvering,10:04:02,10:06:07,124.8,2026-08-20_02
49,6,Fluidizing,Adding water,10:05:32,10:06:01,29.9,2026-08-20_02
50,6,Equipment,Maneuvering,10:06:01,10:07:51,109.1,2026-08-20_02
51,8,Fluidizing,Adding water,10:06:07,10:07:44,97.5,2026-08-20_02
52,17,Fluidizing,Mixing,10:07:36,10:09:45,128.7,2026-08-20_02
53,7,Equipment,Maneuvering,10:07:41,10:11:36,234.4,2026-08-20_02
54,8,Rest,,10:07:44,10:13:27,342.8,2026-08-20_02
55,6,Travel,On errand,10:07:51,10:11:52,241,2026-08-20_02
56,17,Fluidizing,Adding water,10:09:45,10:10:15,30.2,2026-08-20_02
57,17,Fluidizing,Mixing,10:10:15,10:11:28,73.1,2026-08-20_02
58,17,Rest,,10:11:28,10:12:33,65.2,2026-08-20_02
59,7,Fluidizing,Fetching water,10:11:36,10:13:50,134.4,2026-08-20_02
60,6,Fluidizing,Fetching water,10:11:52,10:14:47,175.5,2026-08-20_02
61,17,Equipment,Maneuvering,10:12:33,10:14:43,130.2,2026-08-20_02
62,8,Fluidizing,Mixing,10:13:27,10:13:59,32.4,2026-08-20_02
63,7,Fluidizing,Adding water,10:13:50,10:13:56,5.8,2026-08-20_02
64,7,Rest,,10:13:56,10:16:28,152.2,2026-08-20_02
65,8,Extraction,Pulling out trash,10:13:59,10:14:38,38.6,2026-08-20_02
66,8,Fluidizing,Mixing,10:14:38,10:16:40,122.1,2026-08-20_02
67,17,Rest,,10:14:43,10:17:35,171.4,2026-08-20_02
68,6,Equipment,Cleaning,10:14:47,10:15:30,43.2,2026-08-20_02
69,6,Rest,,10:15:30,10:16:26,55.4,2026-08-20_02
70,6,Equipment,Maneuvering,10:16:26,10:16:43,17.3,2026-08-20_02
71,7,Equipment,Maneuvering,10:16:28,10:18:29,120.7,2026-08-20_02
72,8,Equipment,Cleaning,10:16:40,10:18:13,92.5,2026-08-20_02
73,6,Rest,,10:16:43,10:19:25,161.9,2026-08-20_02
74,17,Equipment,Maneuvering,10:17:35,10:18:26,51.3,2026-08-20_02
75,8,Equipment,Maneuvering,10:18:13,10:18:58,45.5,2026-08-20_02
76,17,Rest,,10:18:26,10:20:08,101.6,2026-08-20_02
77,7,Rest,,10:18:29,10:19:47,78.5,2026-08-20_02
78,8,Extraction,Removing sludge,10:18:58,10:20:34,95.8,2026-08-20_02
79,6,Extraction,Removing sludge,10:19:25,10:19:43,18.6,2026-08-20_02
80,6,Sludge handling,Filling containers,10:19:43,10:22:00,136.4,2026-08-20_02
81,7,Sludge handling,Filling containers,10:19:47,10:20:22,35.1,2026-08-20_02
82,17,Equipment,Maneuvering,10:20:08,10:21:23,75,2026-08-20_02
83,7,Equipment,Maneuvering,10:20:22,10:24:00,217.3,2026-08-20_02
84,8,Rest,,10:20:34,10:22:04,90.5,2026-08-20_02
85,17,Fluidizing,Fetching water,10:21:23,10:27:37,374.8,2026-08-20_02
86,6,Equipment,Maneuvering,10:22:00,10:26:55,294.8,2026-08-20_02
87,8,Equipment,Maneuvering,10:22:04,10:27:56,351.3,2026-08-20_02
88,7,Rest,,10:24:00,10:26:38,158.3,2026-08-20_02
89,7,Fluidizing,Fetching water,10:26:38,10:27:40,62.3,2026-08-20_02
90,6,Sludge handling,Filling containers,10:26:55,10:27:47,52.5,2026-08-20_02
91,17,Rest,,10:27:37,10:28:02,24.6,2026-08-20_02
92,7,Rest,,10:27:40,10:28:07,27.3,2026-08-20_02
93,6,Rest,,10:27:47,10:31:04,197,2026-08-20_02
94,8,Fluidizing,Mixing,10:27:56,10:38:37,641.4,2026-08-20_02
95,17,Fluidizing,Fetching water,10:28:02,10:36:22,500,2026-08-20_02
96,7,Fluidizing,Fetching water,10:28:07,10:36:28,500.6,2026-08-20_02
97,6,Extraction,Pulling out trash,10:31:04,10:33:09,125,2026-08-20_02
98,6,Fluidizing,Adding water,10:33:09,10:33:20,11.4,2026-08-20_02
99,6,Equipment,Maneuvering,10:33:20,10:37:10,229.1,2026-08-20_02
100,17,Rest,,10:36:22,10:41:53,331.3,2026-08-20_02
101,7,Equipment,Maneuvering,10:36:28,10:38:30,121.9,2026-08-20_02
102,6,Fluidizing,Adding water,10:37:10,10:37:16,6.9,2026-08-20_02
103,6,Rest,,10:37:16,10:38:26,69.2,2026-08-20_02
104,6,Equipment,Cleaning,10:38:26,10:42:18,232.7,2026-08-20_02
105,7,Rest,,10:38:30,10:42:31,241.1,2026-08-20_02
106,8,Extraction,Pulling out trash,10:38:37,10:41:27,170.2,2026-08-20_02
107,8,Extraction,Removing sludge,10:41:27,10:45:54,266.6,2026-08-20_02
108,17,Sludge handling,Filling containers,10:41:53,10:42:46,52.7,2026-08-20_02
109,6,Sludge handling,Filling containers,10:42:18,10:42:24,5.7,2026-08-20_02
110,6,Extraction,Removing sludge,10:42:24,10:46:01,216.9,2026-08-20_02
111,7,Fluidizing,Adding water,10:42:31,10:43:12,40.5,2026-08-20_02
112,17,Equipment,Maneuvering,10:42:46,10:46:09,202.8,2026-08-20_02
113,7,Sludge handling,Filling containers,10:43:12,10:46:04,172.8,2026-08-20_02
114,8,Equipment,Maneuvering,10:45:54,10:53:14,440.3,2026-08-20_02
115,6,Equipment,Maneuvering,10:46:01,10:53:19,438.3,2026-08-20_02
116,7,Rest,,10:46:04,10:47:11,66.8,2026-08-20_02
117,17,Fluidizing,Fetching water,10:46:09,10:53:32,443.2,2026-08-20_02
118,7,Equipment,Maneuvering,10:47:11,10:49:59,168.1,2026-08-20_02
119,7,Rest,,10:49:59,10:51:19,79.8,2026-08-20_02
120,7,Fluidizing,Fetching water,10:51:19,10:53:28,128.6,2026-08-20_02
121,8,Extraction,Removing sludge,10:53:14,10:54:56,101.6,2026-08-20_02
122,6,Extraction,Removing sludge,10:53:19,10:54:46,86.6,2026-08-20_02
123,7,Equipment,Maneuvering,10:53:28,10:55:51,143.7,2026-08-20_02
124,17,Equipment,Maneuvering,10:53:32,11:04:31,659.3,2026-08-20_02
125,6,Rest,,10:54:46,10:57:44,178,2026-08-20_02
126,8,Sludge handling,Filling containers,10:54:56,10:55:05,9.6,2026-08-20_02
127,8,Extraction,Removing sludge,10:55:05,10:55:46,40.2,2026-08-20_02
128,8,Sludge handling,Filling containers,10:55:46,10:56:21,35.2,2026-08-20_02
129,7,Sludge handling,Filling containers,10:55:51,10:56:28,36.4,2026-08-20_02
130,8,Sludge handling,Filling containers,10:56:21,10:57:48,86.9,2026-08-20_02
131,7,Equipment,Maneuvering,10:56:28,10:58:32,124.3,2026-08-20_02
132,6,Equipment,Maneuvering,10:57:44,11:03:53,368.7,2026-08-20_02
133,8,Equipment,Maneuvering,10:57:48,11:03:31,343.5,2026-08-20_02
134,7,Rest,,10:58:32,10:59:44,72.3,2026-08-20_02
135,7,Equipment,Maneuvering,10:59:44,11:03:43,239,2026-08-20_02
136,8,Sludge handling,Filling containers,11:03:31,11:03:57,25.8,2026-08-20_02
137,7,Fluidizing,Fetching water,11:03:43,11:07:33,229.5,2026-08-20_02
138,6,Extraction,Removing sludge,11:03:53,11:07:31,218,2026-08-20_02
139,8,Extraction,Removing sludge,11:03:57,11:07:55,237.8,2026-08-20_02
140,17,Fluidizing,Fetching water,11:04:31,11:05:20,48.7,2026-08-20_02
141,17,Travel,On errand,11:05:20,11:13:59,519.3,2026-08-20_02
142,6,Equipment,Cleaning,11:07:31,11:08:33,62.8,2026-08-20_02
143,7,Rest,,11:07:33,11:08:37,63.6,2026-08-20_02
144,8,Equipment,Maneuvering,11:07:55,11:09:31,96.4,2026-08-20_02
145,6,Equipment,Maneuvering,11:08:33,11:09:36,62.7,2026-08-20_02
146,7,Equipment,Maneuvering,11:08:37,11:15:22,405.2,2026-08-20_02
147,8,Superstructure,Modification,11:09:31,11:15:44,372.4,2026-08-20_02
148,6,Rest,,11:09:36,11:15:00,323.7,2026-08-20_02
149,17,Rest,,11:13:59,11:14:10,10.7,2026-08-20_02
150,17,Equipment,Maneuvering,11:14:10,11:15:52,101.5,2026-08-20_02
151,6,Superstructure,Modification,11:15:00,11:15:40,40.7,2026-08-20_02
152,7,Equipment,Cleaning,11:15:22,11:17:58,155.9,2026-08-20_02
153,6,Rest,,11:15:40,11:18:43,182.3,2026-08-20_02
154,8,Superstructure,Modification,11:15:44,11:21:50,366.5,2026-08-20_02
155,17,Equipment,Cleaning,11:15:52,11:17:56,124,2026-08-20_02
156,17,Rest,,11:17:56,11:22:58,302.8,2026-08-20_02
157,7,Rest,,11:17:58,11:38:01,1203,2026-08-20_02
158,6,Equipment,Maneuvering,11:18:43,11:20:27,104.1,2026-08-20_02
159,6,Rest,,11:20:27,11:24:33,245.8,2026-08-20_02
160,8,Equipment,Maneuvering,11:21:50,11:22:50,60.4,2026-08-20_02
161,8,Rest,,11:22:50,11:26:28,217.2,2026-08-20_02
162,17,Travel,On errand,11:22:58,11:23:44,45.4,2026-08-20_02
163,17,Rest,,11:23:44,11:35:24,700,2026-08-20_02
164,6,Equipment,Maneuvering,11:24:33,11:26:31,118.6,2026-08-20_02
165,8,Superstructure,Modification,11:26:28,11:30:04,216.7,2026-08-20_02
166,6,Rest,,11:26:31,11:34:12,460.7,2026-08-20_02
167,8,Extraction,Removing sludge,11:30:04,11:40:40,635.2,2026-08-20_02
168,6,Rest,,11:34:12,11:34:50,37.8,2026-08-20_02
169,6,Fluidizing,Mixing,11:34:50,11:34:55,4.9,2026-08-20_02
170,6,Equipment,Cleaning,11:34:55,11:35:28,33.2,2026-08-20_02
171,17,Equipment,Maneuvering,11:35:24,11:36:04,40.4,2026-08-20_02
172,6,Rest,,11:35:28,11:35:43,15,2026-08-20_02
173,6,Equipment,Maneuvering,11:35:43,11:36:02,19.4,2026-08-20_02
174,6,Rest,,11:36:02,11:38:46,163.8,2026-08-20_02
175,17,Rest,,11:36:04,11:38:04,119.7,2026-08-20_02
176,7,Equipment,Maneuvering,11:38:01,11:38:13,12.9,2026-08-20_02
177,17,Equipment,Maneuvering,11:38:04,11:38:19,14.8,2026-08-20_02
178,7,Sludge handling,Container transport,11:38:13,11:41:34,200.3,2026-08-20_02
179,17,Sludge handling,Container transport,11:38:19,11:38:56,37.5,2026-08-20_02
180,6,Equipment,Maneuvering,11:38:46,11:40:07,81.3,2026-08-20_02
181,17,Equipment,Maneuvering,11:38:56,11:39:57,61,2026-08-20_02
182,17,Sludge handling,Container transport,11:39:57,11:41:32,94.4,2026-08-20_02
183,6,Rest,,11:40:07,11:40:32,24.3,2026-08-20_02
184,6,Sludge handling,Filling containers,11:40:32,11:40:35,2.9,2026-08-20_02
185,6,Sludge handling,Container transport,11:40:35,11:41:27,52.9,2026-08-20_02
186,8,Rest,,11:40:40,11:43:01,141.7,2026-08-20_02
187,6,Equipment,Cleaning,11:41:27,11:42:30,62.4,2026-08-20_02
188,17,Rest,,11:41:32,11:47:28,356.5,2026-08-20_02
189,7,Rest,,11:41:34,11:50:25,531.6,2026-08-20_02
190,6,Extraction,Removing sludge,11:42:30,11:47:54,323.7,2026-08-20_02
191,8,Extraction,Removing sludge,11:43:01,11:47:39,277.4,2026-08-20_02
192,17,Equipment,Cleaning,11:47:28,11:48:10,41.8,2026-08-20_02
193,8,Disposal,,11:47:39,11:48:38,59.6,2026-08-20_02
194,6,Extraction,Removing sludge,11:47:54,11:48:13,19.1,2026-08-20_02
195,17,Extraction,Removing sludge,11:48:10,11:48:26,15.8,2026-08-20_02
196,6,Rest,,11:48:13,11:48:23,10.8,2026-08-20_02
197,6,Extraction,Removing sludge,11:48:23,11:50:03,99.7,2026-08-20_02
198,17,Rest,,11:48:26,11:49:57,90.8,2026-08-20_02
199,8,Rest,,11:48:38,11:49:48,69.4,2026-08-20_02
200,8,Equipment,Maneuvering,11:49:48,11:52:23,155,2026-08-20_02
201,17,Equipment,Maneuvering,11:49:57,11:50:14,17.3,2026-08-20_02
202,6,Rest,,11:50:03,11:52:31,147.6,2026-08-20_02
203,17,Equipment,Cleaning,11:50:14,11:50:17,2.7,2026-08-20_02
204,17,Rest,,11:50:17,11:55:18,300.8,2026-08-20_02
205,7,Equipment,Cleaning,11:50:25,11:52:26,121,2026-08-20_02
206,8,Rest,,11:52:23,11:55:09,166.5,2026-08-20_02
207,7,Rest,,11:52:26,11:57:34,308,2026-08-20_02
208,6,Extraction,Removing sludge,11:52:31,11:58:32,361.6,2026-08-20_02
209,8,Sludge handling,Container transport,11:55:09,12:00:15,306,2026-08-20_02
210,17,Sludge handling,Container transport,11:55:18,12:00:26,308.4,2026-08-20_02
211,7,Sludge handling,Container transport,11:57:34,12:00:33,179.1,2026-08-20_02
212,6,Superstructure,Cleaning,11:58:32,11:59:50,77.9,2026-08-20_02
213,6,Extraction,Removing sludge,11:59:50,12:08:36,525.6,2026-08-20_02
214,8,Rest,,12:00:15,12:03:41,205.6,2026-08-20_02
215,17,Rest,,12:00:26,12:03:57,211.2,2026-08-20_02
216,7,Rest,,12:00:33,12:08:14,460.6,2026-08-20_02
217,8,Equipment,Cleaning,12:03:41,12:10:16,395,2026-08-20_02
218,17,Equipment,Maneuvering,12:03:57,12:09:01,304.3,2026-08-20_02
219,7,Equipment,Cleaning,12:08:14,12:10:21,127.1,2026-08-20_02
220,6,Equipment,Cleaning,12:08:36,12:10:11,95.3,2026-08-20_02
221,17,Superstructure,Cleaning,12:09:01,12:13:06,244.7,2026-08-20_02
222,6,Superstructure,Repair,12:10:11,12:15:40,329.2,2026-08-20_02
223,8,Superstructure,Repair,12:10:16,12:15:36,320,2026-08-20_02
224,7,Superstructure,Repair,12:10:21,12:10:46,24.5,2026-08-20_02
225,7,Rest,,12:10:46,12:11:09,23.6,2026-08-20_02
226,7,Fluidizing,Fetching water,12:11:09,12:13:00,111,2026-08-20_02
227,7,Equipment,Cleaning,12:13:00,12:15:38,157.6,2026-08-20_02
228,17,Equipment,Maneuvering,12:13:06,12:14:18,72.3,2026-08-20_02
229,17,Rest,,12:14:18,13:14:11,3593,2026-08-20_02
230,8,Rest,,12:15:36,13:14:23,3526.7,2026-08-20_02
231,7,Rest,,12:15:38,13:14:20,3522.1,2026-08-20_02
232,6,Rest,,12:15:40,13:14:16,3516,2026-08-20_02
233,17,Travel,Travel to disposal site,13:14:11,13:43:22,1750.4,2026-08-20_02
234,6,Travel,Travel to disposal site,13:14:16,13:43:37,1760.1,2026-08-20_02
235,7,Travel,Travel to disposal site,13:14:20,13:43:28,1747.9,2026-08-20_02
236,8,Travel,Travel to disposal site,13:14:23,13:43:33,1750.1,2026-08-20_02
237,17,Equipment,Maneuvering,13:43:22,13:45:00,98.2,2026-08-20_02
238,7,Equipment,Maneuvering,13:43:28,13:45:04,96.2,2026-08-20_02
239,8,Equipment,Maneuvering,13:43:33,13:45:06,93.6,2026-08-20_02
240,6,Equipment,Maneuvering,13:43:37,13:45:02,85.7,2026-08-20_02
241,17,Rest,,13:45:00,13:47:16,135.5,2026-08-20_02
242,6,Rest,,13:45:02,13:51:27,384.6,2026-08-20_02
243,7,Rest,,13:45:04,13:51:36,392,2026-08-20_02
244,8,Rest,,13:45:06,13:47:21,134.4,2026-08-20_02
245,17,Disposal,,13:47:16,14:01:11,835.8,2026-08-20_02
246,8,Disposal,,13:47:21,14:05:14,1072.9,2026-08-20_02
247,6,Disposal,,13:51:27,13:51:48,21.6,2026-08-20_02
248,7,Equipment,Cleaning,13:51:36,14:35:32,2635.7,2026-08-20_02
249,6,Equipment,Cleaning,13:51:48,13:55:54,245.3,2026-08-20_02
250,6,Fluidizing,Mixing,13:55:54,13:55:58,4.4,2026-08-20_02
251,6,Fluidizing,Fetching water,13:55:58,13:56:04,6.2,2026-08-20_02
252,6,Equipment,Cleaning,13:56:04,14:00:23,258.7,2026-08-20_02
253,6,Rest,,14:00:23,14:03:02,158.8,2026-08-20_02
254,17,Rest,,14:01:11,14:08:32,440.2,2026-08-20_02
255,6,Equipment,Maneuvering,14:03:02,14:03:42,39.6,2026-08-20_02
256,6,Rest,,14:03:42,14:05:02,80.4,2026-08-20_02
257,6,Equipment,Cleaning,14:05:02,14:09:09,246.6,2026-08-20_02
258,8,Rest,,14:05:14,14:05:26,12.3,2026-08-20_02
259,8,Extraction,Pulling out trash,14:05:26,14:08:58,212.3,2026-08-20_02
260,17,Disposal,,14:08:32,14:10:12,100,2026-08-20_02
261,8,Equipment,Cleaning,14:08:58,14:09:40,42.3,2026-08-20_02
262,6,Rest,,14:09:09,14:10:26,77,2026-08-20_02
263,8,Disposal,,14:09:40,14:10:06,25.7,2026-08-20_02
264,8,Extraction,Pulling out trash,14:10:06,14:14:35,269.4,2026-08-20_02
265,17,Rest,,14:10:12,14:10:48,36.3,2026-08-20_02
266,6,Equipment,Maneuvering,14:10:26,14:11:57,91.5,2026-08-20_02
267,17,Disposal,,14:10:48,14:11:21,33.5,2026-08-20_02
268,17,Rest,,14:11:21,14:13:40,138.8,2026-08-20_02
269,6,Equipment,Cleaning,14:11:57,14:13:32,94.7,2026-08-20_02
270,6,Disposal,,14:13:32,14:15:47,135.7,2026-08-20_02
271,17,Disposal,,14:13:40,14:15:31,111,2026-08-20_02
272,8,Equipment,Cleaning,14:14:35,14:15:20,44.3,2026-08-20_02
273,8,Equipment,Maneuvering,14:15:20,14:17:37,136.9,2026-08-20_02
274,17,Equipment,Cleaning,14:15:31,14:35:44,1212.8,2026-08-20_02
275,6,Rest,,14:15:47,14:16:46,59,2026-08-20_02
276,6,Equipment,Maneuvering,14:16:46,14:17:52,66,2026-08-20_02
277,8,Rest,,14:17:37,14:20:56,199.6,2026-08-20_02
278,6,Rest,,14:17:52,14:20:31,158.6,2026-08-20_02
279,6,Equipment,Cleaning,14:20:31,14:22:18,107.3,2026-08-20_02
280,8,Equipment,Cleaning,14:21:51,14:32:51,659.9,2026-08-20_02
281,6,Rest,,14:22:18,14:26:08,230,2026-08-20_02
282,6,Equipment,Cleaning,14:26:08,14:32:49,400.7,2026-08-20_02
283,6,Equipment,Maneuvering,14:32:49,14:32:56,7.4,2026-08-20_02
284,8,Equipment,Maneuvering,14:32:51,14:34:17,85.9,2026-08-20_02
285,7,Equipment,Maneuvering,14:35:32,14:38:26,174.2,2026-08-20_02
286,17,Equipment,Maneuvering,14:35:44,14:38:24,159.7,2026-08-20_02
287,6,Rest,,15:31:09,15:36:43,334.2,2026-08-20_02
288,8,Rest,,15:32:30,15:36:43,253.5,2026-08-20_02
289,17,Rest,,15:36:36,15:36:43,7,2026-08-20_02
290,7,Rest,,15:36:38,15:36:43,4.8,2026-08-20_02
1,17,Superstructure,Inspection,15:38:26,15:40:26,120.5,2026-08-20_03
2,8,Superstructure,Inspection,15:38:35,15:39:55,80.7,2026-08-20_03
